Cliente;Gerencia_F;subcanal_
cte3086;gerencia 5;tiendita
cte3087;gerencia 6;tiendita
cte2367;gerencia 6;tiendita
cte3088;gerencia 3;tiendita
cte3089;gerencia 3;tiendita
cte3090;gerencia 6;tiendita
cte3091;gerencia 2 ;tiendita
cte3092;gerencia 6;tiendita
cte3093;gerencia 2 ;tiendita
cte3094;gerencia 5;tiendita
cte3095;gerencia 7;tiendita
cte3096;gerencia 3;tiendita
cte3097;gerencia 6;tiendita
cte3098;gerencia 5;tiendita
cte3099;gerencia 2 ;tiendita
cte3100;gerencia 5;tiendita
cte3101;gerencia 1;tiendita
cte3102;gerencia 6;tiendita
cte3103;gerencia 2 ;tiendita
cte3104;gerencia 4;tiendita
cte3105;gerencia 7;tiendita
cte3106;gerencia 2 ;tiendita
cte3107;gerencia 7;tiendita
cte3108;gerencia 2 ;tiendita
cte3109;gerencia 3;tiendita
cte3110;gerencia 2 ;tiendita
cte1999;gerencia 6;tiendita
cte3111;gerencia 2 ;tiendita
cte3112;gerencia 6;tiendita
cte3113;gerencia 2 ;tiendita
cte3114;gerencia 7;tiendita
cte3115;gerencia 3;tiendita
cte3116;gerencia 7;tiendita
cte3117;gerencia 7;tiendita
cte3118;gerencia 7;tiendita
cte3119;gerencia 6;tiendita
cte3120;gerencia 7;tiendita
cte3121;gerencia 2 ;tiendita
cte3122;gerencia 2 ;tiendita
cte3123;gerencia 3;tiendita
cte3124;gerencia 2 ;tiendita
cte3125;gerencia 1;tiendita
cte3126;gerencia 2 ;tiendita
cte3127;gerencia 2 ;tiendita
cte3128;gerencia 7;tiendita
cte3129;gerencia 5;tiendita
cte3130;gerencia 5;tiendita
cte3131;gerencia 4;tiendita
cte3132;gerencia 7;tiendita
cte3133;gerencia 6;tiendita
cte3134;gerencia 2 ;tiendita
cte3135;gerencia 1;tiendita
cte3136;gerencia 6;tiendita
cte3137;gerencia 7;tiendita
cte3138;gerencia 2 ;tiendita
cte3139;gerencia 6;tiendita
cte3140;gerencia 6;tiendita
cte3141;gerencia 6;tiendita
cte3142;gerencia 2 ;tiendita
cte3143;gerencia 2 ;tiendita
cte3144;gerencia 4;tiendita
cte3145;gerencia 5;tiendita
cte2502;gerencia 5;tiendita
cte3146;gerencia 3;tiendita
cte3147;gerencia 6;tiendita
cte3148;gerencia 1;tiendita
cte3149;gerencia 1;tiendita
cte3150;gerencia 2 ;tiendita
cte3151;gerencia 6;tiendita
cte3152;gerencia 7;tiendita
cte3153;gerencia 6;tiendita
cte3154;gerencia 1;tiendita
cte3155;gerencia 7;tiendita
cte3156;gerencia 4;tiendita
cte3157;gerencia 7;tiendita
cte3158;gerencia 2 ;tiendita
cte2369;gerencia 6;tiendita
cte3159;gerencia 7;tiendita
cte3160;gerencia 2 ;tiendita
cte3161;gerencia 2 ;tiendita
cte3162;gerencia 7;tiendita
cte3163;gerencia 6;tiendita
cte3164;gerencia 2 ;tiendita
cte3165;gerencia 2 ;tiendita
cte3166;gerencia 6;tiendita
cte3167;gerencia 4;tiendita
cte3168;gerencia 7;tiendita
cte3169;gerencia 6;tiendita
cte3170;gerencia 2 ;tiendita
cte3171;gerencia 7;tiendita
cte3172;gerencia 2 ;tiendita
cte3173;gerencia 6;tiendita
cte3174;gerencia 7;tiendita
cte3175;gerencia 6;tiendita
cte3176;gerencia 5;tiendita
cte3177;gerencia 7;tiendita
cte3178;gerencia 5;tiendita
cte3179;gerencia 6;tiendita
cte3180;gerencia 3;tiendita
cte3181;gerencia 2 ;tiendita
cte3182;gerencia 2 ;tiendita
cte3183;gerencia 7;tiendita
cte3184;gerencia 6;tiendita
cte3185;gerencia 5;tiendita
cte3186;gerencia 7;tiendita
cte3187;gerencia 2 ;tiendita
cte3188;gerencia 7;tiendita
cte3189;gerencia 2 ;tiendita
cte2905;gerencia 3;tiendita
cte3190;gerencia 2 ;tiendita
cte3191;gerencia 6;tiendita
cte3192;gerencia 3;tiendita
cte3193;gerencia 6;tiendita
cte3194;gerencia 2 ;tiendita
cte3195;gerencia 5;tiendita
cte726;gerencia 3;tiendita
cte3196;gerencia 4;tiendita
cte3197;gerencia 6;tiendita
cte3198;gerencia 2 ;tiendita
cte3199;gerencia 2 ;tiendita
cte3200;gerencia 7;tiendita
cte3201;gerencia 3;tiendita
cte3202;gerencia 1;tiendita
cte3203;gerencia 2 ;tiendita
cte3204;gerencia 6;tiendita
cte3205;gerencia 5;tiendita
cte3206;gerencia 7;tiendita
cte3207;gerencia 1;tiendita
cte3208;gerencia 5;tiendita
cte3209;gerencia 7;tiendita
cte3210;gerencia 2 ;tiendita
cte3211;gerencia 2 ;tiendita
cte3212;gerencia 6;tiendita
cte3213;gerencia 2 ;tiendita
cte3214;gerencia 1;tiendita
cte3215;gerencia 1;tiendita
cte3216;gerencia 2 ;tiendita
cte3217;gerencia 3;tiendita
cte3218;gerencia 7;tiendita
cte3219;gerencia 3;tiendita
cte3220;gerencia 2 ;tiendita
cte3221;gerencia 4;tiendita
cte3222;gerencia 5;tiendita
cte3223;gerencia 3;tiendita
cte3224;gerencia 2 ;tiendita
cte3225;gerencia 1;tiendita
cte3106;gerencia 2 ;tiendita
cte3226;gerencia 1;tiendita
cte3227;gerencia 6;tiendita
cte3228;gerencia 6;tiendita
cte3229;gerencia 2 ;tiendita
cte3230;gerencia 6;tiendita
cte3231;gerencia 7;tiendita
cte3232;gerencia 6;tiendita
cte2672;gerencia 7;tiendita
cte3233;gerencia 6;tiendita
cte3234;gerencia 5;tiendita
cte3235;gerencia 5;tiendita
cte3236;gerencia 2 ;tiendita
cte3237;gerencia 7;tiendita
cte3238;gerencia 5;tiendita
cte3239;gerencia 2 ;tiendita
cte3240;gerencia 7;tiendita
cte3241;gerencia 7;tiendita
cte3242;gerencia 4;tiendita
cte3243;gerencia 3;tiendita
cte3244;gerencia 2 ;tiendita
cte3245;gerencia 4;tiendita
cte3246;gerencia 2 ;tiendita
cte3247;gerencia 7;tiendita
cte3248;gerencia 6;tiendita
cte3249;gerencia 2 ;tiendita
cte3250;gerencia 6;tiendita
cte3251;gerencia 3;tiendita
cte3252;gerencia 7;tiendita
cte3253;gerencia 3;tiendita
cte3254;gerencia 1;tiendita
cte3255;gerencia 2 ;tiendita
cte2213;gerencia 6;tiendita
cte3256;gerencia 2 ;tiendita
cte2991;gerencia 7;tiendita
cte3257;gerencia 2 ;tiendita
cte3258;gerencia 4;tiendita
cte3259;gerencia 6;tiendita
cte3260;gerencia 2 ;tiendita
cte3261;gerencia 4;tiendita
cte3262;gerencia 1;tiendita
cte3263;gerencia 2 ;tiendita
cte3264;gerencia 7;tiendita
cte3265;gerencia 1;tiendita
cte3266;gerencia 7;tiendita
cte3267;gerencia 2 ;tiendita
cte3268;gerencia 5;tiendita
cte3269;gerencia 6;tiendita
cte3270;gerencia 4;tiendita
cte3271;gerencia 5;tiendita
cte3272;gerencia 2 ;tiendita
cte3273;gerencia 6;tiendita
cte3274;gerencia 1;tiendita
cte3275;gerencia 2 ;tiendita
cte3276;gerencia 2 ;tiendita
cte3277;gerencia 2 ;tiendita
cte3278;gerencia 7;tiendita
cte3279;gerencia 6;tiendita
cte3280;gerencia 2 ;tiendita
cte3281;gerencia 1;tiendita
cte3282;gerencia 6;tiendita
cte3283;gerencia 5;tiendita
cte3284;gerencia 2 ;tiendita
cte3285;gerencia 7;tiendita
cte3286;gerencia 2 ;tiendita
cte3287;gerencia 4;tiendita
cte3288;gerencia 7;tiendita
cte3289;gerencia 5;tiendita
cte3290;gerencia 1;tiendita
cte3291;gerencia 7;tiendita
cte3292;gerencia 1;tiendita
cte3293;gerencia 2 ;tiendita
cte3294;gerencia 1;tiendita
cte3295;gerencia 7;tiendita
cte3296;gerencia 3;tiendita
cte3297;gerencia 6;tiendita
cte3298;gerencia 4;tiendita
cte3299;gerencia 4;tiendita
cte3300;gerencia 5;tiendita
cte3301;gerencia 6;tiendita
cte3302;gerencia 2 ;tiendita
cte3303;gerencia 7;tiendita
cte3304;gerencia 4;tiendita
cte3305;gerencia 2 ;tiendita
cte3306;gerencia 7;tiendita
cte3307;gerencia 1;tiendita
cte3308;gerencia 6;tiendita
cte3309;gerencia 6;tiendita
cte3310;gerencia 2 ;tiendita
cte3311;gerencia 3;tiendita
cte3312;gerencia 6;tiendita
cte3313;gerencia 1;tiendita
cte3314;gerencia 3;tiendita
cte3315;gerencia 5;tiendita
cte3316;gerencia 6;tiendita
cte3317;gerencia 2 ;tiendita
cte3318;gerencia 6;tiendita
cte3319;gerencia 4;tiendita
cte3320;gerencia 6;tiendita
cte3321;gerencia 7;tiendita
cte3322;gerencia 6;tiendita
cte3323;gerencia 4;tiendita
cte3324;gerencia 3;tiendita
cte3325;gerencia 5;tiendita
cte3326;gerencia 1;tiendita
cte3327;gerencia 6;tiendita
cte3328;gerencia 6;tiendita
cte3329;gerencia 7;tiendita
cte3330;gerencia 7;tiendita
cte3331;gerencia 7;tiendita
cte3332;gerencia 4;tiendita
cte3333;gerencia 2 ;tiendita
cte3334;gerencia 1;tiendita
cte3335;gerencia 1;tiendita
cte3336;gerencia 2 ;tiendita
cte3337;gerencia 3;tiendita
cte3338;gerencia 2 ;tiendita
cte3339;gerencia 1;tiendita
cte3340;gerencia 2 ;tiendita
cte3341;gerencia 2 ;tiendita
cte3342;gerencia 7;tiendita
cte3343;gerencia 2 ;tiendita
cte3344;gerencia 5;tiendita
cte3345;gerencia 3;tiendita
cte3346;gerencia 2 ;tiendita
cte3347;gerencia 4;tiendita
cte3348;gerencia 7;tiendita
cte3349;gerencia 6;tiendita
cte3350;gerencia 3;tiendita
cte3351;gerencia 4;tiendita
cte3352;gerencia 6;tiendita
cte3353;gerencia 3;tiendita
cte3354;gerencia 6;tiendita
cte3355;gerencia 2 ;tiendita
cte3356;gerencia 2 ;tiendita
cte3357;gerencia 2 ;tiendita
cte3358;gerencia 5;tiendita
cte3359;gerencia 1;tiendita
cte3360;gerencia 4;tiendita
cte3361;gerencia 4;tiendita
cte3362;gerencia 4;tiendita
cte3363;gerencia 2 ;tiendita
cte3364;gerencia 5;tiendita
cte3365;gerencia 2 ;tiendita
cte3366;gerencia 7;tiendita
cte3367;gerencia 7;tiendita
cte575;gerencia 2 ;tiendita
cte3368;gerencia 5;tiendita
cte3369;gerencia 1;tiendita
cte3370;gerencia 7;tiendita
cte144;gerencia 5;tiendita
cte3371;gerencia 4;tiendita
cte3372;gerencia 7;tiendita
cte3373;gerencia 4;tiendita
cte3374;gerencia 1;tiendita
cte3375;gerencia 5;tiendita
cte3376;gerencia 7;tiendita
cte3377;gerencia 5;tiendita
cte3378;gerencia 2 ;tiendita
cte3379;gerencia 3;tiendita
cte3380;gerencia 2 ;tiendita
cte3381;gerencia 1;tiendita
cte3382;gerencia 3;tiendita
cte3383;gerencia 5;tiendita
cte3384;gerencia 2 ;tiendita
cte3385;gerencia 4;tiendita
cte3386;gerencia 4;tiendita
cte3387;gerencia 4;tiendita
cte3388;gerencia 3;tiendita
cte3389;gerencia 2 ;tiendita
cte3390;gerencia 6;tiendita
cte3391;gerencia 4;tiendita
cte3392;gerencia 6;tiendita
cte2377;gerencia 2 ;tiendita
cte3393;gerencia 6;tiendita
cte3394;gerencia 7;tiendita
cte3395;gerencia 7;tiendita
cte3396;gerencia 2 ;tiendita
cte3397;gerencia 2 ;tiendita
cte3398;gerencia 1;tiendita
cte3399;gerencia 6;tiendita
cte3400;gerencia 7;tiendita
cte3401;gerencia 2 ;tiendita
cte3402;gerencia 5;tiendita
cte3403;gerencia 4;tiendita
cte3404;gerencia 2 ;tiendita
cte3405;gerencia 2 ;tiendita
cte3406;gerencia 3;tiendita
cte3407;gerencia 3;tiendita
cte3362;gerencia 4;tiendita
cte3408;gerencia 5;tiendita
cte3409;gerencia 4;tiendita
cte3410;gerencia 4;tiendita
cte3411;gerencia 4;tiendita
cte3412;gerencia 4;tiendita
cte3413;gerencia 6;tiendita
cte3414;gerencia 7;tiendita
cte3415;gerencia 7;tiendita
cte3416;gerencia 7;tiendita
cte3417;gerencia 3;tiendita
cte3418;gerencia 2 ;tiendita
cte3419;gerencia 2 ;tiendita
cte3420;gerencia 1;tiendita
cte3421;gerencia 6;tiendita
cte3422;gerencia 6;tiendita
cte3423;gerencia 1;tiendita
cte3424;gerencia 2 ;tiendita
cte3425;gerencia 3;tiendita
cte3426;gerencia 1;tiendita
cte3427;gerencia 6;tiendita
cte558;gerencia 4;tiendita
cte3428;gerencia 7;tiendita
cte3429;gerencia 4;tiendita
cte2521;gerencia 2 ;tiendita
cte3430;gerencia 4;tiendita
cte3423;gerencia 1;tiendita
cte3431;gerencia 2 ;tiendita
cte3432;gerencia 2 ;tiendita
cte3433;gerencia 5;tiendita
cte3434;gerencia 3;tiendita
cte3435;gerencia 6;tiendita
cte3436;gerencia 7;tiendita
cte3437;gerencia 5;tiendita
cte3438;gerencia 4;tiendita
cte3439;gerencia 2 ;tiendita
cte3440;gerencia 7;tiendita
cte3441;gerencia 6;tiendita
cte3442;gerencia 2 ;tiendita
cte2872;gerencia 6;tiendita
cte3443;gerencia 6;tiendita
cte3444;gerencia 1;tiendita
cte3445;gerencia 7;tiendita
cte1490;gerencia 2 ;tiendita
cte3446;gerencia 2 ;tiendita
cte3447;gerencia 2 ;tiendita
cte3448;gerencia 1;tiendita
cte3449;gerencia 1;tiendita
cte3450;gerencia 1;tiendita
cte3451;gerencia 1;tiendita
cte3452;gerencia 7;tiendita
cte3453;gerencia 6;tiendita
cte3454;gerencia 7;tiendita
cte3455;gerencia 7;tiendita
cte3456;gerencia 6;tiendita
cte3457;gerencia 2 ;tiendita
cte3458;gerencia 4;tiendita
cte3459;gerencia 3;tiendita
cte3460;gerencia 1;tiendita
cte3461;gerencia 5;tiendita
cte3462;gerencia 5;tiendita
cte3463;gerencia 2 ;tiendita
cte3464;gerencia 7;tiendita
cte3465;gerencia 2 ;tiendita
cte3466;gerencia 2 ;tiendita
cte3467;gerencia 2 ;tiendita
cte3468;gerencia 6;tiendita
cte3469;gerencia 4;tiendita
cte3470;gerencia 6;tiendita
cte3471;gerencia 3;tiendita
cte3472;gerencia 2 ;tiendita
cte3473;gerencia 2 ;tiendita
cte3474;gerencia 7;tiendita
cte3475;gerencia 5;tiendita
cte3476;gerencia 1;tiendita
cte3477;gerencia 5;tiendita
cte3478;gerencia 6;tiendita
cte3479;gerencia 2 ;tiendita
cte1519;gerencia 5;tiendita
cte3480;gerencia 7;tiendita
cte3481;gerencia 7;tiendita
cte3482;gerencia 1;tiendita
cte3483;gerencia 1;tiendita
cte3484;gerencia 6;tiendita
cte3485;gerencia 1;tiendita
cte3486;gerencia 7;tiendita
cte3487;gerencia 1;tiendita
cte3488;gerencia 2 ;tiendita
cte3489;gerencia 4;tiendita
cte3490;gerencia 6;tiendita
cte3491;gerencia 8;tiendita
cte3492;gerencia 7;tiendita
cte3493;gerencia 2 ;tiendita
cte3494;gerencia 1;tiendita
cte3495;gerencia 4;tiendita
cte3496;gerencia 2 ;tiendita
cte3497;gerencia 2 ;tiendita
cte3498;gerencia 6;tiendita
cte3499;gerencia 2 ;tiendita
cte791;gerencia 1;tiendita
cte3500;gerencia 4;tiendita
cte3501;gerencia 3;tiendita
cte2321;gerencia 5;tiendita
cte3502;gerencia 4;tiendita
cte3503;gerencia 7;tiendita
cte3504;gerencia 5;tiendita
cte3505;gerencia 1;tiendita
cte3506;gerencia 3;tiendita
cte3507;gerencia 1;tiendita
cte3508;gerencia 2 ;tiendita
cte3509;gerencia 4;tiendita
cte3510;gerencia 6;tiendita
cte3511;gerencia 3;tiendita
cte3512;gerencia 2 ;tiendita
cte3513;gerencia 6;tiendita
cte3514;gerencia 7;tiendita
cte3515;gerencia 6;tiendita
cte3516;gerencia 2 ;tiendita
cte3517;gerencia 3;tiendita
cte3518;gerencia 4;tiendita
cte3519;gerencia 2 ;tiendita
cte3520;gerencia 6;tiendita
cte3521;gerencia 7;tiendita
cte3522;gerencia 2 ;tiendita
cte3523;gerencia 3;tiendita
cte3524;gerencia 4;tiendita
cte3525;gerencia 7;tiendita
cte3526;gerencia 2 ;tiendita
cte3527;gerencia 6;tiendita
cte3528;gerencia 4;tiendita
cte3529;gerencia 5;tiendita
cte3530;gerencia 5;tiendita
cte3531;gerencia 2 ;tiendita
cte3532;gerencia 6;tiendita
cte3533;gerencia 2 ;tiendita
cte3534;gerencia 5;tiendita
cte3535;gerencia 7;tiendita
cte3536;gerencia 2 ;tiendita
cte3537;gerencia 2 ;tiendita
cte3538;gerencia 1;tiendita
cte3539;gerencia 5;tiendita
cte3540;gerencia 6;tiendita
cte3541;gerencia 6;tiendita
cte3542;gerencia 1;tiendita
cte3543;gerencia 2 ;tiendita
cte3544;gerencia 2 ;tiendita
cte3545;gerencia 7;tiendita
cte3546;gerencia 6;tiendita
cte3547;gerencia 1;tiendita
cte3548;gerencia 5;tiendita
cte3549;gerencia 2 ;tiendita
cte3550;gerencia 2 ;tiendita
cte3551;gerencia 6;tiendita
cte3552;gerencia 2 ;tiendita
cte3553;gerencia 4;tiendita
cte1805;gerencia 5;tiendita
cte3554;gerencia 5;tiendita
cte3555;gerencia 7;tiendita
cte3556;gerencia 5;tiendita
cte3557;gerencia 7;tiendita
cte3558;gerencia 7;tiendita
cte3559;gerencia 6;tiendita
cte3560;gerencia 1;tiendita
cte3561;gerencia 7;tiendita
cte3562;gerencia 2 ;tiendita
cte3563;gerencia 2 ;tiendita
cte3564;gerencia 2 ;tiendita
cte3565;gerencia 4;tiendita
cte3566;gerencia 4;tiendita
cte3567;gerencia 7;tiendita
cte3568;gerencia 1;tiendita
cte3569;gerencia 5;tiendita
cte3570;gerencia 6;tiendita
cte3571;gerencia 7;tiendita
cte3572;gerencia 7;tiendita
cte3573;gerencia 1;tiendita
cte3574;gerencia 1;tiendita
cte3575;gerencia 4;tiendita
cte3576;gerencia 2 ;tiendita
cte3577;gerencia 7;tiendita
cte3578;gerencia 1;tiendita
cte960;gerencia 6;tiendita
cte3579;gerencia 6;tiendita
cte3580;gerencia 1;tiendita
cte3581;gerencia 1;tiendita
cte3582;gerencia 6;tiendita
cte3583;gerencia 5;tiendita
cte3584;gerencia 4;tiendita
cte3585;gerencia 6;tiendita
cte3586;gerencia 2 ;tiendita
cte3587;gerencia 2 ;tiendita
cte3588;gerencia 2 ;tiendita
cte3589;gerencia 1;tiendita
cte3590;gerencia 2 ;tiendita
cte3591;gerencia 1;tiendita
cte3592;gerencia 6;tiendita
cte3593;gerencia 6;tiendita
cte3594;gerencia 5;tiendita
cte3595;gerencia 2 ;tiendita
cte3596;gerencia 6;tiendita
cte3597;gerencia 1;tiendita
cte662;gerencia 7;tiendita
cte3598;gerencia 2 ;tiendita
cte3599;gerencia 2 ;tiendita
cte3600;gerencia 5;tiendita
cte3601;gerencia 2 ;tiendita
cte1081;gerencia 1;tiendita
cte3602;gerencia 5;tiendita
cte3603;gerencia 4;tiendita
cte963;gerencia 1;tiendita
cte3604;gerencia 2 ;tiendita
cte3605;gerencia 6;tiendita
cte3606;gerencia 4;tiendita
cte3607;gerencia 1;tiendita
cte3608;gerencia 2 ;tiendita
cte3609;gerencia 2 ;tiendita
cte3610;gerencia 5;tiendita
cte3611;gerencia 2 ;tiendita
cte3612;gerencia 2 ;tiendita
cte3613;gerencia 1;tiendita
cte3614;gerencia 5;tiendita
cte3615;gerencia 4;tiendita
cte3616;gerencia 3;tiendita
cte3617;gerencia 1;tiendita
cte46;gerencia 2 ;tiendita
cte3618;gerencia 1;tiendita
cte3619;gerencia 1;tiendita
cte3620;gerencia 7;tiendita
cte3621;gerencia 1;tiendita
cte3622;gerencia 2 ;tiendita
cte2008;gerencia 6;tiendita
cte3623;gerencia 5;tiendita
cte3624;gerencia 4;tiendita
cte3625;gerencia 1;tiendita
cte3626;gerencia 7;tiendita
cte3627;gerencia 7;tiendita
cte3628;gerencia 4;tiendita
cte3629;gerencia 7;tiendita
cte67;gerencia 1;tiendita
cte3630;gerencia 1;tiendita
cte3631;gerencia 1;tiendita
cte3632;gerencia 1;tiendita
cte3633;gerencia 7;tiendita
cte3634;gerencia 5;tiendita
cte3635;gerencia 2 ;tiendita
cte3636;gerencia 6;tiendita
cte3637;gerencia 3;tiendita
cte3638;gerencia 2 ;tiendita
cte3639;gerencia 5;tiendita
cte3640;gerencia 6;tiendita
cte3641;gerencia 4;tiendita
cte3642;gerencia 1;tiendita
cte3643;gerencia 6;tiendita
cte3644;gerencia 2 ;tiendita
cte3645;gerencia 2 ;tiendita
cte3019;gerencia 2 ;tiendita
cte3646;gerencia 3;tiendita
cte2495;gerencia 7;tiendita
cte3647;gerencia 4;tiendita
cte3648;gerencia 3;tiendita
cte3649;gerencia 4;tiendita
cte3650;gerencia 4;tiendita
cte3651;gerencia 2 ;tiendita
cte3652;gerencia 1;tiendita
cte3653;gerencia 5;tiendita
cte3654;gerencia 6;tiendita
cte3655;gerencia 2 ;tiendita
cte3656;gerencia 1;tiendita
cte3657;gerencia 2 ;tiendita
cte3658;gerencia 2 ;tiendita
cte3659;gerencia 6;tiendita
cte3660;gerencia 6;tiendita
cte3661;gerencia 6;tiendita
cte3662;gerencia 6;tiendita
cte3663;gerencia 1;tiendita
cte3664;gerencia 7;tiendita
cte3665;gerencia 5;tiendita
cte3666;gerencia 6;tiendita
cte3667;gerencia 6;tiendita
cte3668;gerencia 2 ;tiendita
cte3669;gerencia 6;tiendita
cte3670;gerencia 7;tiendita
cte3671;gerencia 6;tiendita
cte3672;gerencia 5;tiendita
cte3673;gerencia 7;tiendita
cte3674;gerencia 2 ;tiendita
cte3675;gerencia 5;tiendita
cte3676;gerencia 2 ;tiendita
cte3677;gerencia 4;tiendita
cte3678;gerencia 6;tiendita
cte3679;gerencia 3;tiendita
cte3680;gerencia 1;tiendita
cte3681;gerencia 6;tiendita
cte3682;gerencia 7;tiendita
cte3683;gerencia 2 ;tiendita
cte3684;gerencia 7;tiendita
cte161;gerencia 2 ;tiendita
cte3685;gerencia 6;tiendita
cte3686;gerencia 3;tiendita
cte3687;gerencia 1;tiendita
cte3688;gerencia 1;tiendita
cte3689;gerencia 2 ;tiendita
cte3690;gerencia 7;tiendita
cte9;gerencia 2 ;tiendita
cte3691;gerencia 7;tiendita
cte3692;gerencia 7;tiendita
cte3693;gerencia 2 ;tiendita
cte3694;gerencia 7;tiendita
cte3695;gerencia 2 ;tiendita
cte2508;gerencia 5;tiendita
cte3696;gerencia 4;tiendita
cte3697;gerencia 2 ;tiendita
cte3698;gerencia 6;tiendita
cte3699;gerencia 4;tiendita
cte3700;gerencia 6;tiendita
cte3701;gerencia 7;tiendita
cte3702;gerencia 6;tiendita
cte3703;gerencia 5;tiendita
cte3704;gerencia 4;tiendita
cte3705;gerencia 6;tiendita
cte3706;gerencia 1;tiendita
cte3707;gerencia 4;tiendita
cte3708;gerencia 2 ;tiendita
cte1227;gerencia 7;tiendita
cte3709;gerencia 6;tiendita
cte3710;gerencia 4;tiendita
cte3711;gerencia 6;tiendita
cte3712;gerencia 5;tiendita
cte3713;gerencia 1;tiendita
cte3714;gerencia 1;tiendita
cte3715;gerencia 5;tiendita
cte581;gerencia 6;tiendita
cte3716;gerencia 7;tiendita
cte3717;gerencia 6;tiendita
cte3718;gerencia 6;tiendita
cte3719;gerencia 5;tiendita
cte3720;gerencia 2 ;tiendita
cte3721;gerencia 2 ;tiendita
cte3722;gerencia 7;tiendita
cte3723;gerencia 4;tiendita
cte3724;gerencia 4;tiendita
cte3725;gerencia 5;tiendita
cte3726;gerencia 5;tiendita
cte3727;gerencia 2 ;tiendita
cte3728;gerencia 2 ;tiendita
cte3729;gerencia 2 ;tiendita
cte3730;gerencia 3;tiendita
cte3731;gerencia 2 ;tiendita
cte3342;gerencia 7;tiendita
cte3732;gerencia 6;tiendita
cte3733;gerencia 6;tiendita
cte3734;gerencia 3;tiendita
cte3735;gerencia 7;tiendita
cte3736;gerencia 7;tiendita
cte3737;gerencia 2 ;tiendita
cte3738;gerencia 5;tiendita
cte3739;gerencia 2 ;tiendita
cte3740;gerencia 5;tiendita
cte3741;gerencia 4;tiendita
cte3742;gerencia 2 ;tiendita
cte3743;gerencia 2 ;tiendita
cte3744;gerencia 1;tiendita
cte3745;gerencia 2 ;tiendita
cte3746;gerencia 4;tiendita
cte3747;gerencia 5;tiendita
cte3748;gerencia 4;tiendita
cte3749;gerencia 2 ;tiendita
cte3750;gerencia 6;tiendita
cte3751;gerencia 6;tiendita
cte3752;gerencia 3;tiendita
cte3753;gerencia 1;tiendita
cte3754;gerencia 4;tiendita
cte3755;gerencia 5;tiendita
cte3756;gerencia 1;tiendita
cte3757;gerencia 4;tiendita
cte3758;gerencia 6;tiendita
cte3759;gerencia 5;tiendita
cte3760;gerencia 6;tiendita
cte1609;gerencia 5;tiendita
cte3761;gerencia 5;tiendita
cte903;gerencia 2 ;tiendita
cte3762;gerencia 7;tiendita
cte3763;gerencia 3;tiendita
cte3764;gerencia 5;tiendita
cte3765;gerencia 6;tiendita
cte3766;gerencia 6;tiendita
cte3767;gerencia 5;tiendita
cte3768;gerencia 4;tiendita
cte3769;gerencia 1;tiendita
cte3770;gerencia 5;tiendita
cte829;gerencia 3;tiendita
cte3771;gerencia 7;tiendita
cte3772;gerencia 6;tiendita
cte3773;gerencia 2 ;tiendita
cte3774;gerencia 2 ;tiendita
cte3775;gerencia 7;tiendita
cte3776;gerencia 3;tiendita
cte3777;gerencia 4;tiendita
cte3778;gerencia 1;tiendita
cte3779;gerencia 7;tiendita
cte3780;gerencia 7;tiendita
cte3781;gerencia 3;tiendita
cte3782;gerencia 7;tiendita
cte3783;gerencia 4;tiendita
cte3784;gerencia 4;tiendita
cte2418;gerencia 3;tiendita
cte3785;gerencia 6;tiendita
cte3786;gerencia 5;tiendita
cte3787;gerencia 6;tiendita
cte3788;gerencia 2 ;tiendita
cte402;gerencia 2 ;tiendita
cte3789;gerencia 1;tiendita
cte3790;gerencia 6;tiendita
cte3791;gerencia 2 ;tiendita
cte3792;gerencia 3;tiendita
cte3793;gerencia 2 ;tiendita
cte3794;gerencia 6;tiendita
cte3795;gerencia 6;tiendita
cte3796;gerencia 7;tiendita
cte985;gerencia 1;tiendita
cte3797;gerencia 2 ;tiendita
cte3798;gerencia 2 ;tiendita
cte3799;gerencia 7;tiendita
cte3800;gerencia 1;tiendita
cte3801;gerencia 4;tiendita
cte3802;gerencia 6;tiendita
cte3803;gerencia 5;tiendita
cte3804;gerencia 1;tiendita
cte3805;gerencia 1;tiendita
cte3806;gerencia 2 ;tiendita
cte3463;gerencia 2 ;tiendita
cte3807;gerencia 7;tiendita
cte3808;gerencia 3;tiendita
cte3809;gerencia 3;tiendita
cte3810;gerencia 1;tiendita
cte3811;gerencia 2 ;tiendita
cte3812;gerencia 1;tiendita
cte3813;gerencia 6;tiendita
cte3814;gerencia 7;tiendita
cte3815;gerencia 2 ;tiendita
cte3816;gerencia 6;tiendita
cte3817;gerencia 5;tiendita
cte3818;gerencia 5;tiendita
cte3819;gerencia 1;tiendita
cte3820;gerencia 1;tiendita
cte3821;gerencia 2 ;tiendita
cte3822;gerencia 5;tiendita
cte3823;gerencia 7;tiendita
cte2284;gerencia 2 ;tiendita
cte3824;gerencia 6;tiendita
cte28;gerencia 4;tiendita
cte3825;gerencia 4;tiendita
cte3826;gerencia 5;tiendita
cte3827;gerencia 1;tiendita
cte3828;gerencia 7;tiendita
cte3829;gerencia 6;tiendita
cte3830;gerencia 3;tiendita
cte3831;gerencia 1;tiendita
cte3832;gerencia 3;tiendita
cte3833;gerencia 2 ;tiendita
cte3834;gerencia 1;tiendita
